action,timestamp,notes
note-taking,7/17/2024 10:30:04,VN0000300_not_predicted_to_aff
move on from variant,7/17/2024 10:30:10,
review saved variant,7/17/2024 10:30:16,
move on from variant,7/17/2024 10:30:23,
review saved variant,7/17/2024 10:31:04,
click-out from seqr,7/17/2024 10:31:04,
click-back into seqr,7/17/2024 10:31:50,
move on from variant,7/17/2024 10:31:52,
start case,7/17/2024 10:35:10,
custom search,7/17/2024 10:35:49,VS0000230_
new variant review,7/17/2024 10:38:03,
note-taking,7/17/2024 10:38:05,VN0000301_spliceai052https
move on from variant,7/17/2024 10:38:06,
standard search,7/17/2024 10:38:20,
new variant review,7/17/2024 10:39:58,
click-out from seqr,7/17/2024 10:39:58,
click-back into seqr,7/17/2024 10:40:04,
move on from variant,7/17/2024 10:40:06,
new variant review,7/17/2024 10:40:26,
note-taking,7/17/2024 10:40:28,VN0000302_new_moi
move on from variant,7/17/2024 10:40:34,
new variant review,7/17/2024 10:42:05,
move on from variant,7/17/2024 10:42:06,
new variant review,7/17/2024 10:42:52,
note-taking,7/17/2024 10:42:53,VN0000303_check_reads
move on from variant,7/17/2024 10:42:58,
new variant review,7/17/2024 10:44:11,
note-taking,7/17/2024 10:44:11,VN0000304_hom6
move on from variant,7/17/2024 10:44:13,
new variant review,7/17/2024 10:44:42,
move on from variant,7/17/2024 10:44:44,
new variant review,7/17/2024 10:45:06,
move on from variant,7/17/2024 10:45:12,
new variant review,7/17/2024 10:45:29,
move on from variant,7/17/2024 10:45:32,
new variant review,7/17/2024 10:45:38,
move on from variant,7/17/2024 10:45:38,
new variant review,7/17/2024 10:45:54,
note-taking,7/17/2024 10:45:56,VN0000305_check_reads
move on from variant,7/17/2024 10:45:58,
new variant review,7/17/2024 10:46:22,
move on from variant,7/17/2024 10:46:24,
new variant review,7/17/2024 10:46:32,
note-taking,7/17/2024 10:46:32,VN0000306_hemi8
note-taking,7/17/2024 10:46:37,VN0000307_spliceai020https
move on from variant,7/17/2024 10:46:39,
new variant review,7/17/2024 10:46:44,
note-taking,7/17/2024 10:46:49,VN0000308_hemi170
note-taking,7/17/2024 10:46:55,VN0000309_appears_damaging_bu
move on from variant,7/17/2024 10:47:14,
new variant review,7/17/2024 10:47:28,
note-taking,7/17/2024 10:47:30,VN0000310_appears_damaging_bu
move on from variant,7/17/2024 10:47:30,
new variant review,7/17/2024 10:49:06,
move on from variant,7/17/2024 10:49:08,
review saved variant,7/17/2024 10:49:42,
move on from variant,7/17/2024 10:49:57,
review saved variant,7/17/2024 10:50:08,
click-out from seqr,7/17/2024 10:50:08,
click-back into seqr,7/17/2024 10:50:14,
click-out from seqr,7/17/2024 10:50:18,
click-back into seqr,7/17/2024 10:50:26,
note-taking,7/17/2024 10:50:29,VN0000311_intellectual_develop
move on from variant,7/17/2024 10:50:32,
review saved variant,7/17/2024 10:50:42,
note-taking,7/17/2024 10:50:44,VN0000312_not_predicted_to_aff
move on from variant,7/17/2024 10:50:56,
review saved variant,7/17/2024 10:51:00,
publication search,7/17/2024 10:51:27,
publication reading,7/17/2024 10:51:42,PMID:30664766
note-taking,7/17/2024 10:52:02,VN0000313_loss_of_function_of
publication reading,7/17/2024 10:52:19,PMID:30664766
note-taking,7/17/2024 10:53:34,VN0000314_we_found_that_severa
move on from variant,7/17/2024 10:53:48,
review saved variant,7/17/2024 10:54:12,
note-taking,7/17/2024 10:54:12,VN0000315_spliceai013https
move on from variant,7/17/2024 10:54:22,
review saved variant,7/17/2024 10:54:44,
note-taking,7/17/2024 10:54:45,VN0000316_variants_appear_dama
move on from variant,7/17/2024 10:55:02,
review saved variant,7/17/2024 10:55:09,
note-taking,7/17/2024 10:55:09,VN0000317_check_reads
move on from variant,7/17/2024 10:55:14,
review saved variant,7/17/2024 10:55:24,
move on from variant,7/17/2024 10:55:32,
custom search,7/17/2024 10:57:33,VS0000231_
new variant review,7/17/2024 10:58:52,
click-out from seqr,7/17/2024 10:58:53,
click-back into seqr,7/17/2024 10:59:00,
note-taking,7/17/2024 10:59:02,VN0000318_patients_with_defici
move on from variant,7/17/2024 10:59:03,
new variant review,7/17/2024 10:59:38,
move on from variant,7/17/2024 10:59:40,
new variant review,7/17/2024 10:59:50,
click-out from seqr,7/17/2024 10:59:51,
click-back into seqr,7/17/2024 10:59:56,
click-out from seqr,7/17/2024 11:00:00,
click-back into seqr,7/17/2024 11:00:09,
note-taking,7/17/2024 11:00:11,VN0000319_lb_by_invitae_2023
move on from variant,7/17/2024 11:00:20,
new variant review,7/17/2024 11:01:06,
note-taking,7/17/2024 11:01:07,VN0000320_hom16
move on from variant,7/17/2024 11:01:09,
new variant review,7/17/2024 11:01:41,
note-taking,7/17/2024 11:01:42,VN0000321_hom5
move on from variant,7/17/2024 11:01:43,
new variant review,7/17/2024 11:02:06,
click-out from seqr,7/17/2024 11:02:06,
click-back into seqr,7/17/2024 11:02:14,
click-out from seqr,7/17/2024 11:02:16,
click-back into seqr,7/17/2024 11:02:18,
click-out from seqr,7/17/2024 11:02:22,
click-back into seqr,7/17/2024 11:03:10,
click-out from seqr,7/17/2024 11:03:14,
click-back into seqr,7/17/2024 11:03:22,
click-out from seqr,7/17/2024 11:03:32,
click-back into seqr,7/17/2024 11:04:08,
note-taking,7/17/2024 11:04:09,VN0000322_reported_benign_by_i
note-taking,7/17/2024 11:04:33,VN0000323_no_2nd_hit_snvindel
move on from variant,7/17/2024 11:04:40,
new variant review,7/17/2024 11:05:01,
click-out from seqr,7/17/2024 11:05:02,
click-back into seqr,7/17/2024 11:05:08,
note-taking,7/17/2024 11:05:09,VN0000324_lb
move on from variant,7/17/2024 11:05:11,
new variant review,7/17/2024 11:05:16,
click-out from seqr,7/17/2024 11:05:17,
click-back into seqr,7/17/2024 11:05:21,
note-taking,7/17/2024 11:05:22,VN0000325_netherton_syndrome
move on from variant,7/17/2024 11:05:28,
new variant review,7/17/2024 11:06:43,
move on from variant,7/17/2024 11:06:51,
new variant review,7/17/2024 11:06:56,
move on from variant,7/17/2024 11:06:57,
new variant review,7/17/2024 11:07:30,
click-out from seqr,7/17/2024 11:07:31,
click-back into seqr,7/17/2024 11:07:42,
note-taking,7/17/2024 11:07:45,VN0000326_vuslb
move on from variant,7/17/2024 11:07:52,
new variant review,7/17/2024 11:08:02,
click-out from seqr,7/17/2024 11:08:02,
click-back into seqr,7/17/2024 11:08:05,
move on from variant,7/17/2024 11:08:06,
review saved variant,7/17/2024 11:09:00,
note-taking,7/17/2024 11:09:00,VN0000327_no_2nd_hit_snvindel
move on from variant,7/17/2024 11:09:12,
review saved variant,7/17/2024 11:10:13,
note-taking,7/17/2024 11:10:14,VN0000328_no_2nd_hit_snvindel
move on from variant,7/17/2024 11:10:17,
review saved variant,7/17/2024 11:10:24,
note-taking,7/17/2024 11:10:36,VN0000329_no_2nd_hit_snvindel
move on from variant,7/17/2024 11:10:38,
review saved variant,7/17/2024 11:10:42,
note-taking,7/17/2024 11:10:42,VN0000330_no_2nd_hit_snvindel
move on from variant,7/17/2024 11:10:46,
review saved variant,7/17/2024 11:12:05,
note-taking,7/17/2024 11:12:05,VN0000331_hom3
move on from variant,7/17/2024 11:12:10,
review saved variant,7/17/2024 11:12:54,
move on from variant,7/17/2024 11:12:59,
start case,7/17/2024 11:13:26,
custom search,7/17/2024 11:14:01,VS0000238_
new variant review,7/17/2024 11:14:48,
note-taking,7/17/2024 11:14:49,VN0000332_check_reads
move on from variant,7/17/2024 11:14:54,
new variant review,7/17/2024 11:15:06,
note-taking,7/17/2024 11:15:08,VN0000333_check_reads
click-out from seqr,7/17/2024 11:15:13,
click-back into seqr,7/17/2024 11:15:16,
move on from variant,7/17/2024 11:15:17,
new variant review,7/17/2024 11:15:26,
note-taking,7/17/2024 11:15:27,VN0000334_check_reads
move on from variant,7/17/2024 11:15:30,
new variant review,7/17/2024 11:16:05,
note-taking,7/17/2024 11:16:06,VN0000335_check_reads
move on from variant,7/17/2024 11:16:10,
