action,timestamp,notes
new variant review,7/16/2024 16:23:13,
table interaction,7/16/2024 16:23:13,
move on from variant,7/16/2024 16:23:17,
new variant review,7/16/2024 16:23:29,
table interaction,7/16/2024 16:23:31,
move on from variant,7/16/2024 16:23:39,
new variant review,7/16/2024 16:23:53,
table interaction,7/16/2024 16:23:55,
move on from variant,7/16/2024 16:24:03,
new variant review,7/16/2024 16:24:25,
table interaction,7/16/2024 16:24:25,
move on from variant,7/16/2024 16:24:45,
new variant review,7/16/2024 16:24:49,
table interaction,7/16/2024 16:24:49,
move on from variant,7/16/2024 16:24:51,
new variant review,7/16/2024 16:24:59,
table interaction,7/16/2024 16:25:01,
move on from variant,7/16/2024 16:25:05,
new variant review,7/16/2024 16:25:23,
table interaction,7/16/2024 16:25:23,
move on from variant,7/16/2024 16:25:27,
new variant review,7/16/2024 16:25:31,
table interaction,7/16/2024 16:25:31,
move on from variant,7/16/2024 16:25:35,
new variant review,7/16/2024 16:25:55,
table interaction,7/16/2024 16:25:57,
move on from variant,7/16/2024 16:25:57,
new variant review,7/16/2024 16:26:09,
table interaction,7/16/2024 16:26:09,
move on from variant,7/16/2024 16:26:11,
new variant review,7/16/2024 16:26:23,
table interaction,7/16/2024 16:26:25,
move on from variant,7/16/2024 16:26:31,
custom search,7/16/2024 16:26:45,VS0000225_
new variant review,7/16/2024 16:26:53,
click-out from seqr,7/16/2024 16:27:01,
click-back into seqr,7/16/2024 16:27:07,
click-out from seqr,7/16/2024 16:27:11,
click-back into seqr,7/16/2024 16:27:25,
click-out from seqr,7/16/2024 16:27:33,
click-back into seqr,7/16/2024 16:27:49,
click-out from seqr,7/16/2024 16:28:01,
click-back into seqr,7/16/2024 16:28:09,
click-out from seqr,7/16/2024 16:28:13,
click-back into seqr,7/16/2024 16:28:23,
move on from variant,7/16/2024 16:28:29,
new variant review,7/16/2024 16:28:33,
click-out from seqr,7/16/2024 16:28:35,
click-back into seqr,7/16/2024 16:28:55,
note-taking,7/16/2024 16:28:59,VN0000271_20_hets_v4
table interaction,7/16/2024 16:29:05,
move on from variant,7/16/2024 16:29:35,
new variant review,7/16/2024 16:30:41,
table interaction,7/16/2024 16:30:43,
click-out from seqr,7/16/2024 16:30:49,
click-back into seqr,7/16/2024 16:31:09,
note-taking,7/16/2024 16:31:13,VN0000272_sai_possible_pseudoe
table interaction,7/16/2024 16:31:49,
click-out from seqr,7/16/2024 16:32:11,
click-back into seqr,7/16/2024 16:32:21,
click-out from seqr,7/16/2024 16:32:27,
click-back into seqr,7/16/2024 16:33:07,
note-taking,7/16/2024 16:33:13,VN0000273_sai_pangolin_no_sp
table interaction,7/16/2024 16:33:33,
publication reading,7/16/2024 16:34:03,PMID:36675121
click-out from seqr,7/16/2024 16:35:15,
click-back into seqr,7/16/2024 16:35:29,
publication reading,7/16/2024 16:35:29,PMID:36675121
move on from variant,7/16/2024 16:35:47,
review saved variant,7/16/2024 16:36:03,
table interaction,7/16/2024 16:36:03,
move on from variant,7/16/2024 16:36:11,
review saved variant,7/16/2024 16:36:21,
table interaction,7/16/2024 16:36:23,
move on from variant,7/16/2024 16:36:51,
new variant review,7/16/2024 16:37:25,
table interaction,7/16/2024 16:37:25,
move on from variant,7/16/2024 16:37:27,
new variant review,7/16/2024 16:37:39,
note-taking,7/16/2024 16:37:41,VN0000274_low_ab_q
move on from variant,7/16/2024 16:37:45,
new variant review,7/16/2024 16:38:01,
table interaction,7/16/2024 16:38:01,
move on from variant,7/16/2024 16:38:05,
new variant review,7/16/2024 16:38:19,
table interaction,7/16/2024 16:38:19,
move on from variant,7/16/2024 16:38:39,
new variant review,7/16/2024 16:38:47,
table interaction,7/16/2024 16:38:49,
move on from variant,7/16/2024 16:38:53,
new variant review,7/16/2024 16:38:55,
table interaction,7/16/2024 16:38:55,
move on from variant,7/16/2024 16:38:57,
new variant review,7/16/2024 16:39:03,
table interaction,7/16/2024 16:39:05,
move on from variant,7/16/2024 16:39:11,
review saved variant,7/16/2024 16:40:35,
note-taking,7/16/2024 16:40:37,VN0000275_not_a_good_clinical
move on from variant,7/16/2024 16:40:41,
review saved variant,7/16/2024 16:40:47,
note-taking,7/16/2024 16:40:49,VN0000276_too_common_in_gnomad
move on from variant,7/16/2024 16:40:53,
start case,7/16/2024 16:41:31,
standard search,7/16/2024 16:41:59,
new variant review,7/16/2024 16:42:35,
move on from variant,7/16/2024 16:42:35,
new variant review,7/16/2024 16:42:47,
table interaction,7/16/2024 16:42:49,
move on from variant,7/16/2024 16:42:55,
new variant review,7/16/2024 16:42:57,
table interaction,7/16/2024 16:42:59,
move on from variant,7/16/2024 16:43:09,
new variant review,7/16/2024 16:43:27,
click-out from seqr,7/16/2024 16:43:35,
click-back into seqr,7/16/2024 16:44:07,
move on from variant,7/16/2024 16:44:11,
new variant review,7/16/2024 16:44:15,
table interaction,7/16/2024 16:44:17,
move on from variant,7/16/2024 16:44:19,
new variant review,7/16/2024 16:44:27,
table interaction,7/16/2024 16:44:27,
move on from variant,7/16/2024 16:44:31,
standard search,7/16/2024 16:44:33,
new variant review,7/16/2024 16:45:19,
move on from variant,7/16/2024 16:45:27,
new variant review,7/16/2024 16:45:43,
move on from variant,7/16/2024 16:45:53,
new variant review,7/16/2024 16:46:09,
click-out from seqr,7/16/2024 16:46:09,
click-back into seqr,7/16/2024 16:46:29,
move on from variant,7/16/2024 16:46:31,
new variant review,7/16/2024 16:46:35,
table interaction,7/16/2024 16:46:37,
click-out from seqr,7/16/2024 16:47:13,
click-back into seqr,7/16/2024 16:47:57,
table interaction,7/16/2024 16:48:11,
move on from variant,7/16/2024 16:48:31,
new variant review,7/16/2024 16:48:35,
table interaction,7/16/2024 16:48:35,
move on from variant,7/16/2024 16:48:37,
new variant review,7/16/2024 16:48:43,
table interaction,7/16/2024 16:48:43,
move on from variant,7/16/2024 16:48:49,
new variant review,7/16/2024 16:48:59,
table interaction,7/16/2024 16:49:01,
move on from variant,7/16/2024 16:49:07,
new variant review,7/16/2024 16:49:25,
table interaction,7/16/2024 16:49:25,
move on from variant,7/16/2024 16:49:47,
new variant review,7/16/2024 16:49:59,
note-taking,7/16/2024 16:50:07,VN0000277_low_ab
click-out from seqr,7/16/2024 16:50:19,
click-back into seqr,7/16/2024 16:50:39,
click-out from seqr,7/16/2024 16:50:41,
click-back into seqr,7/16/2024 16:51:13,
note-taking,7/16/2024 16:51:15,VN0000277_low_ab
move on from variant,7/16/2024 16:51:39,
new variant review,7/16/2024 16:52:09,
table interaction,7/16/2024 16:52:09,
move on from variant,7/16/2024 16:52:13,
new variant review,7/16/2024 16:52:19,
table interaction,7/16/2024 16:52:19,
move on from variant,7/16/2024 16:52:43,
new variant review,7/16/2024 16:52:55,
table interaction,7/16/2024 16:52:55,
move on from variant,7/16/2024 16:52:59,
new variant review,7/16/2024 16:53:17,
table interaction,7/16/2024 16:53:19,
move on from variant,7/16/2024 16:53:37,
new variant review,7/16/2024 16:53:57,
table interaction,7/16/2024 16:53:59,
move on from variant,7/16/2024 16:54:03,
custom search,7/16/2024 16:56:01,VS0000226_
new variant review,7/16/2024 16:56:49,
click-out from seqr,7/16/2024 16:56:51,
click-back into seqr,7/16/2024 16:56:59,
click-out from seqr,7/16/2024 16:57:07,
click-back into seqr,7/16/2024 16:57:33,
move on from variant,7/16/2024 16:57:37,
custom search,7/16/2024 16:57:59,VS0000227_
new variant review,7/16/2024 16:58:25,
click-out from seqr,7/16/2024 16:58:25,
click-back into seqr,7/16/2024 16:58:29,
move on from variant,7/16/2024 16:58:35,
new variant review,7/16/2024 16:58:51,
click-out from seqr,7/16/2024 16:58:53,
click-back into seqr,7/16/2024 16:58:57,
move on from variant,7/16/2024 16:59:01,
new variant review,7/16/2024 16:59:09,
click-out from seqr,7/16/2024 16:59:27,
click-back into seqr,7/16/2024 16:59:47,
click-out from seqr,7/16/2024 16:59:49,
click-back into seqr,7/16/2024 17:00:03,
move on from variant,7/16/2024 17:00:03,
new variant review,7/16/2024 17:00:25,
click-out from seqr,7/16/2024 17:00:27,
click-back into seqr,7/16/2024 17:00:53,
publication search,7/16/2024 17:01:03,
publication reading,7/16/2024 17:01:33,PMID:35909444
note-taking,7/16/2024 17:01:45,VN0000278_intron_retention_s
publication reading,7/16/2024 17:02:17,PMID:35909444
note-taking,7/16/2024 17:02:21,VN0000278_intron_retention_s
move on from variant,7/16/2024 17:02:25,
new variant review,7/16/2024 17:02:39,
click-out from seqr,7/16/2024 17:02:39,
click-back into seqr,7/16/2024 17:02:45,
move on from variant,7/16/2024 17:02:49,
custom search,7/16/2024 17:03:01,VS0000228_
custom search,7/16/2024 17:03:21,VS0000229_
new variant review,7/16/2024 17:03:31,
click-out from seqr,7/16/2024 17:03:33,
click-back into seqr,7/16/2024 17:03:47,
click-out from seqr,7/16/2024 17:03:57,
click-back into seqr,7/16/2024 17:04:01,
publication search,7/16/2024 17:04:03,
click-out from seqr,7/16/2024 17:04:25,
click-back into seqr,7/16/2024 17:04:33,
click-out from seqr,7/16/2024 17:04:39,
click-back into seqr,7/16/2024 17:04:53,
note-taking,7/16/2024 17:04:57,VN0000279_not_missense_constra
move on from variant,7/16/2024 17:05:27,
review saved variant,7/16/2024 17:05:47,
table interaction,7/16/2024 17:05:51,
click-out from seqr,7/16/2024 17:07:09,
click-back into seqr,7/16/2024 17:07:41,
click-out from seqr,7/16/2024 17:07:49,
click-back into seqr,7/16/2024 17:08:01,
click-out from seqr,7/16/2024 17:08:05,
click-back into seqr,7/16/2024 17:08:19,
move on from variant,7/16/2024 17:08:25,
review saved variant,7/16/2024 17:08:39,
publication search,7/16/2024 17:08:55,
click-out from seqr,7/16/2024 17:09:17,
click-back into seqr,7/16/2024 17:10:15,
move on from variant,7/16/2024 17:10:21,
review saved variant,7/16/2024 17:10:35,
note-taking,7/16/2024 17:10:41,VN0000280_not_a_good_match
click-out from seqr,7/16/2024 17:10:45,
click-back into seqr,7/16/2024 17:10:51,
note-taking,7/16/2024 17:10:57,VN0000280_not_a_good_match
move on from variant,7/16/2024 17:11:03,
review saved variant,7/16/2024 17:11:33,
click-out from seqr,7/16/2024 17:11:37,
click-back into seqr,7/16/2024 17:11:51,
click-out from seqr,7/16/2024 17:11:51,
click-back into seqr,7/16/2024 17:11:53,
note-taking,7/16/2024 17:11:57,VN0000281_not_a_good_match
move on from variant,7/16/2024 17:12:17,
review saved variant,7/16/2024 17:12:23,
click-out from seqr,7/16/2024 17:12:25,
click-back into seqr,7/16/2024 17:12:39,
note-taking,7/16/2024 17:12:41,VN0000278_intron_retention_s
click-out from seqr,7/16/2024 17:13:09,
publication search,7/16/2024 17:13:57,
click-back into seqr,7/16/2024 17:14:43,
click-out from seqr,7/16/2024 17:14:47,
publication reading,7/16/2024 17:15:27,PMID:26350204
