action,timestamp,notes
table interaction,7/18/2024 11:04:28,
move on from variant,7/18/2024 11:04:32,
new variant review,7/18/2024 11:04:43,
move on from variant,7/18/2024 11:04:44,
new variant review,7/18/2024 11:04:50,
note-taking,7/18/2024 11:04:51,VN0000345_spliceai086https
move on from variant,7/18/2024 11:04:54,
new variant review,7/18/2024 11:05:02,
table interaction,7/18/2024 11:05:04,
move on from variant,7/18/2024 11:05:09,
review saved variant,7/18/2024 11:05:24,
note-taking,7/18/2024 11:05:33,VN0000346_may_modulate_the_int
click-out from seqr,7/18/2024 11:05:40,
click-back into seqr,7/18/2024 11:05:52,
note-taking,7/18/2024 11:05:54,VN0000347_mice_homozygous_for
move on from variant,7/18/2024 11:06:08,
review saved variant,7/18/2024 11:06:14,
table interaction,7/18/2024 11:06:15,
publication reading,7/18/2024 11:06:37,PMID:28600779
table interaction,7/18/2024 11:06:56,
publication reading,7/18/2024 11:07:51,PMID:28600779
note-taking,7/18/2024 11:09:03,VN0000348_reported_in_monies
publication reading,7/18/2024 11:09:56,PMID:28600779
note-taking,7/18/2024 11:10:19,VN0000348_reported_in_monies
publication reading,7/18/2024 11:10:58,PMID:28600779
publication reading,7/18/2024 11:11:09,PMID:23773997
note-taking,7/18/2024 11:11:30,VN0000349_mctp2_is_a_dosage_se
note-taking,7/18/2024 11:11:33,VN0000350_gene_tolerant_to_lof
publication search,7/18/2024 11:12:08,
publication search,7/18/2024 11:12:14,
publication search,7/18/2024 11:12:19,
move on from variant,7/18/2024 11:12:45,
review saved variant,7/18/2024 11:12:53,
note-taking,7/18/2024 11:12:55,VN0000351_check_reads
note-taking,7/18/2024 11:13:01,VN0000352_not_predicted_to_aff
table interaction,7/18/2024 11:13:09,
publication reading,7/18/2024 11:13:28,PMID:28600779
move on from variant,7/18/2024 11:13:31,
review saved variant,7/18/2024 11:13:37,
note-taking,7/18/2024 11:13:38,VN0000353_23_hets_in_gnomad
table interaction,7/18/2024 11:13:42,
move on from variant,7/18/2024 11:14:05,
review saved variant,7/18/2024 11:14:18,
note-taking,7/18/2024 11:14:24,VN0000354_check_reads
note-taking,7/18/2024 11:14:37,VN0000355_probable_component_o
move on from variant,7/18/2024 11:14:44,
review saved variant,7/18/2024 11:14:52,
click-out from seqr,7/18/2024 11:15:08,
click-back into seqr,7/18/2024 11:15:34,
note-taking,7/18/2024 11:15:36,VN0000356_male_chimeras_hemizy
click-out from seqr,7/18/2024 11:15:38,
click-back into seqr,7/18/2024 11:15:50,
note-taking,7/18/2024 11:15:51,VN0000357_1_de_novo_missense_v
publication search,7/18/2024 11:16:16,
publication search,7/18/2024 11:16:31,
publication reading,7/18/2024 11:16:50,PMID:37028586
note-taking,7/18/2024 11:16:56,VN0000358_txlng_improves_insul
move on from variant,7/18/2024 11:17:07,
review saved variant,7/18/2024 11:17:23,
table interaction,7/18/2024 11:17:24,
note-taking,7/18/2024 11:17:32,VN0000359_hemi4_in_gnomad
move on from variant,7/18/2024 11:17:40,
review saved variant,7/18/2024 11:17:44,
note-taking,7/18/2024 11:17:45,VN0000360_check_reads
move on from variant,7/18/2024 11:17:50,
review saved variant,7/18/2024 11:18:23,
note-taking,7/18/2024 11:18:24,VN0000361_not_a_good_phenotypi
move on from variant,7/18/2024 11:18:32,
start case,7/18/2024 11:19:16,
standard search,7/18/2024 11:19:42,
new variant review,7/18/2024 11:20:10,
note-taking,7/18/2024 11:20:11,VN0000362_check_reads
move on from variant,7/18/2024 11:20:15,
new variant review,7/18/2024 11:20:20,
note-taking,7/18/2024 11:20:22,VN0000363_22_hets_in_gnomad
move on from variant,7/18/2024 11:20:46,
new variant review,7/18/2024 11:20:51,
note-taking,7/18/2024 11:20:52,VN0000364_ac64_out_of_3884
table interaction,7/18/2024 11:20:56,
move on from variant,7/18/2024 11:20:58,
standard search,7/18/2024 11:21:18,
new variant review,7/18/2024 11:22:18,
move on from variant,7/18/2024 11:22:25,
review saved variant,7/18/2024 11:23:01,
move on from variant,7/18/2024 11:23:13,
custom search,7/18/2024 11:23:26,VS0000245_
new variant review,7/18/2024 11:24:08,
note-taking,7/18/2024 11:24:09,VN0000365_check_reads
move on from variant,7/18/2024 11:24:12,
new variant review,7/18/2024 11:24:18,
move on from variant,7/18/2024 11:24:23,
new variant review,7/18/2024 11:24:24,
note-taking,7/18/2024 11:24:25,VN0000366_check_reads
move on from variant,7/18/2024 11:24:28,
custom search,7/18/2024 11:24:52,VS0000246_
custom search,7/18/2024 11:25:21,VS0000247_
new variant review,7/18/2024 11:26:10,
move on from variant,7/18/2024 11:26:12,
new variant review,7/18/2024 11:26:14,
move on from variant,7/18/2024 11:26:15,
