action,timestamp,notes
new variant review,7/10/2024 16:04:39,
click-out from seqr,7/10/2024 16:04:41,
click-back into seqr,7/10/2024 16:04:49,
click-out from seqr,7/10/2024 16:04:55,
click-back into seqr,7/10/2024 16:05:03,
click-out from seqr,7/10/2024 16:05:07,
click-back into seqr,7/10/2024 16:05:11,
move on from variant,7/10/2024 16:05:13,
new variant review,7/10/2024 16:05:57,
move on from variant,7/10/2024 16:06:07,
new variant review,7/10/2024 16:06:19,
click-out from seqr,7/10/2024 16:06:19,
click-back into seqr,7/10/2024 16:06:27,
move on from variant,7/10/2024 16:06:35,
new variant review,7/10/2024 16:09:35,
click-out from seqr,7/10/2024 16:09:43,
click-back into seqr,7/10/2024 16:09:51,
move on from variant,7/10/2024 16:10:01,
new variant review,7/10/2024 16:11:21,
move on from variant,7/10/2024 16:11:47,
new variant review,7/10/2024 16:13:20,
move on from variant,7/10/2024 16:13:39,
new variant review,7/10/2024 16:16:23,
click-out from seqr,7/10/2024 16:16:41,
click-back into seqr,7/10/2024 16:16:50,
move on from variant,7/10/2024 16:16:57,
