action,timestamp,notes
custom search,7/16/2024 14:32:49,VS0000192_
custom search,7/16/2024 14:33:03,VS0000193_
new variant review,7/16/2024 14:33:35,
publication search,7/16/2024 14:33:41,
move on from variant,7/16/2024 14:33:49,
new variant review,7/16/2024 14:34:11,
publication search,7/16/2024 14:34:14,
move on from variant,7/16/2024 14:34:29,
custom search,7/16/2024 14:34:47,VS0000194_
custom search,7/16/2024 14:35:07,VS0000195_
custom search,7/16/2024 14:35:39,VS0000196_
custom search,7/16/2024 14:35:58,VS0000197_
new variant review,7/16/2024 14:36:11,
move on from variant,7/16/2024 14:36:15,
custom search,7/16/2024 14:36:26,VS0000198_
new variant review,7/16/2024 14:36:37,
table interaction,7/16/2024 14:36:37,
move on from variant,7/16/2024 14:36:39,
new variant review,7/16/2024 14:36:45,
move on from variant,7/16/2024 14:36:46,
new variant review,7/16/2024 14:36:57,
table interaction,7/16/2024 14:36:58,
move on from variant,7/16/2024 14:37:01,
new variant review,7/16/2024 14:37:33,
table interaction,7/16/2024 14:37:33,
move on from variant,7/16/2024 14:37:37,
new variant review,7/16/2024 14:38:03,
move on from variant,7/16/2024 14:38:05,
new variant review,7/16/2024 14:38:15,
move on from variant,7/16/2024 14:38:15,
new variant review,7/16/2024 14:38:33,
click-out from seqr,7/16/2024 14:38:48,
click-back into seqr,7/16/2024 14:39:03,
move on from variant,7/16/2024 14:39:23,
new variant review,7/16/2024 14:39:29,
table interaction,7/16/2024 14:39:29,
move on from variant,7/16/2024 14:39:39,
new variant review,7/16/2024 14:39:59,
table interaction,7/16/2024 14:39:59,
move on from variant,7/16/2024 14:40:19,
new variant review,7/16/2024 14:40:31,
click-out from seqr,7/16/2024 14:40:33,
click-back into seqr,7/16/2024 14:40:37,
move on from variant,7/16/2024 14:40:39,
new variant review,7/16/2024 14:40:43,
click-out from seqr,7/16/2024 14:40:49,
click-back into seqr,7/16/2024 14:40:55,
move on from variant,7/16/2024 14:40:57,
new variant review,7/16/2024 14:41:33,
publication search,7/16/2024 14:41:45,
move on from variant,7/16/2024 14:41:49,
new variant review,7/16/2024 14:42:01,
click-out from seqr,7/16/2024 14:42:03,
click-back into seqr,7/16/2024 14:42:15,
move on from variant,7/16/2024 14:42:19,
new variant review,7/16/2024 14:42:55,
move on from variant,7/16/2024 14:42:57,
start case,7/16/2024 14:43:35,
standard search,7/16/2024 14:44:15,
standard search,7/16/2024 14:44:27,
standard search,7/16/2024 14:44:38,
new variant review,7/16/2024 14:44:43,
table interaction,7/16/2024 14:44:43,
move on from variant,7/16/2024 14:44:47,
new variant review,7/16/2024 14:44:51,
click-out from seqr,7/16/2024 14:45:03,
click-back into seqr,7/16/2024 14:45:05,
move on from variant,7/16/2024 14:45:10,
new variant review,7/16/2024 14:45:17,
table interaction,7/16/2024 14:45:17,
move on from variant,7/16/2024 14:45:27,
new variant review,7/16/2024 14:45:31,
table interaction,7/16/2024 14:45:33,
move on from variant,7/16/2024 14:45:33,
new variant review,7/16/2024 14:45:35,
table interaction,7/16/2024 14:45:37,
move on from variant,7/16/2024 14:45:43,
new variant review,7/16/2024 14:46:00,
move on from variant,7/16/2024 14:46:05,
new variant review,7/16/2024 14:46:09,
table interaction,7/16/2024 14:46:09,
move on from variant,7/16/2024 14:46:15,
new variant review,7/16/2024 14:46:31,
table interaction,7/16/2024 14:46:31,
move on from variant,7/16/2024 14:46:33,
new variant review,7/16/2024 14:46:41,
click-out from seqr,7/16/2024 14:46:41,
click-back into seqr,7/16/2024 14:46:47,
move on from variant,7/16/2024 14:46:49,
new variant review,7/16/2024 14:47:03,
table interaction,7/16/2024 14:47:05,
move on from variant,7/16/2024 14:47:15,
new variant review,7/16/2024 14:47:43,
move on from variant,7/16/2024 14:47:43,
new variant review,7/16/2024 14:47:49,
table interaction,7/16/2024 14:47:49,
move on from variant,7/16/2024 14:47:55,
new variant review,7/16/2024 14:48:12,
table interaction,7/16/2024 14:48:15,
move on from variant,7/16/2024 14:48:31,
new variant review,7/16/2024 14:48:37,
table interaction,7/16/2024 14:48:38,
move on from variant,7/16/2024 14:48:39,
standard search,7/16/2024 14:48:54,
new variant review,7/16/2024 14:49:06,
move on from variant,7/16/2024 14:49:09,
new variant review,7/16/2024 14:49:23,
table interaction,7/16/2024 14:49:24,
move on from variant,7/16/2024 14:49:29,
new variant review,7/16/2024 14:49:33,
publication search,7/16/2024 14:49:39,
move on from variant,7/16/2024 14:49:47,
new variant review,7/16/2024 14:49:55,
table interaction,7/16/2024 14:49:57,
move on from variant,7/16/2024 14:49:59,
custom search,7/16/2024 14:50:09,VS0000199_
custom search,7/16/2024 14:50:38,VS0000200_
custom search,7/16/2024 14:50:53,VS0000201_
new variant review,7/16/2024 14:50:46,
table interaction,7/16/2024 14:50:47,
move on from variant,7/16/2024 14:50:47,
custom search,7/16/2024 14:50:54,VS0000202_
custom search,7/16/2024 14:51:08,VS0000203_
custom search,7/16/2024 14:51:40,VS0000204_
custom search,7/16/2024 14:51:57,VS0000205_
custom search,7/16/2024 14:52:09,VS0000206_
new variant review,7/16/2024 14:52:17,
move on from variant,7/16/2024 14:52:39,
custom search,7/16/2024 14:53:41,VS0000207_
start case,7/16/2024 14:54:37,
standard search,7/16/2024 14:55:11,
new variant review,7/16/2024 14:55:37,
publication search,7/16/2024 14:55:45,
move on from variant,7/16/2024 14:55:57,
new variant review,7/16/2024 14:56:03,
table interaction,7/16/2024 14:56:05,
publication reading,7/16/2024 14:56:17,PMID:28600779
table interaction,7/16/2024 14:57:01,
note-taking,7/16/2024 14:57:01,PN0000015_ensg00000140563reces
move on from variant,7/16/2024 14:57:03,
standard search,7/16/2024 14:57:18,
new variant review,7/16/2024 14:57:35,
publication search,7/16/2024 14:57:41,
move on from variant,7/16/2024 14:57:47,
new variant review,7/16/2024 14:57:49,
table interaction,7/16/2024 14:57:50,
move on from variant,7/16/2024 14:57:53,
new variant review,7/16/2024 14:58:02,
table interaction,7/16/2024 14:58:03,
move on from variant,7/16/2024 14:58:11,
new variant review,7/16/2024 14:58:15,
move on from variant,7/16/2024 14:58:19,
new variant review,7/16/2024 14:58:23,
table interaction,7/16/2024 14:58:23,
move on from variant,7/16/2024 14:58:25,
new variant review,7/16/2024 14:58:27,
table interaction,7/16/2024 14:58:27,
move on from variant,7/16/2024 14:58:29,
new variant review,7/16/2024 14:58:33,
table interaction,7/16/2024 14:58:34,
move on from variant,7/16/2024 14:58:39,
review saved variant,7/16/2024 14:58:58,
table interaction,7/16/2024 14:58:58,
move on from variant,7/16/2024 14:58:59,
new variant review,7/16/2024 14:59:03,
table interaction,7/16/2024 14:59:03,
move on from variant,7/16/2024 14:59:05,
new variant review,7/16/2024 14:59:11,
table interaction,7/16/2024 14:59:13,
move on from variant,7/16/2024 14:59:39,
standard search,7/16/2024 14:59:47,
new variant review,7/16/2024 15:00:12,
publication search,7/16/2024 15:00:23,
move on from variant,7/16/2024 15:00:31,
standard search,7/16/2024 15:00:52,
new variant review,7/16/2024 15:01:13,
table interaction,7/16/2024 15:01:13,
move on from variant,7/16/2024 15:01:23,
new variant review,7/16/2024 15:02:50,
publication search,7/16/2024 15:02:57,
move on from variant,7/16/2024 15:03:11,
new variant review,7/16/2024 15:04:19,
move on from variant,7/16/2024 15:04:20,
new variant review,7/16/2024 15:04:37,
table interaction,7/16/2024 15:04:37,
move on from variant,7/16/2024 15:05:03,
new variant review,7/16/2024 15:05:25,
publication search,7/16/2024 15:05:29,
move on from variant,7/16/2024 15:05:37,
new variant review,7/16/2024 15:06:03,
move on from variant,7/16/2024 15:06:03,
review saved variant,7/16/2024 15:06:13,
publication search,7/16/2024 15:06:14,
click-out from seqr,7/16/2024 15:06:17,
click-back into seqr,7/16/2024 15:06:21,
move on from variant,7/16/2024 15:06:27,
new variant review,7/16/2024 15:06:39,
table interaction,7/16/2024 15:06:39,
move on from variant,7/16/2024 15:06:55,
custom search,7/16/2024 15:07:10,VS0000208_
custom search,7/16/2024 15:07:27,VS0000209_
custom search,7/16/2024 15:08:03,VS0000210_
custom search,7/16/2024 15:08:36,VS0000211_
start case,7/16/2024 15:08:55,
standard search,7/16/2024 15:10:09,
new variant review,7/16/2024 15:10:17,
click-out from seqr,7/16/2024 15:10:21,
click-back into seqr,7/16/2024 15:10:25,
move on from variant,7/16/2024 15:10:27,
new variant review,7/16/2024 15:10:50,
table interaction,7/16/2024 15:10:50,
move on from variant,7/16/2024 15:10:53,
new variant review,7/16/2024 15:10:54,
table interaction,7/16/2024 15:10:56,
move on from variant,7/16/2024 15:10:56,
new variant review,7/16/2024 15:11:03,
move on from variant,7/16/2024 15:11:19,
new variant review,7/16/2024 15:11:31,
table interaction,7/16/2024 15:11:31,
move on from variant,7/16/2024 15:11:37,
new variant review,7/16/2024 15:11:41,
table interaction,7/16/2024 15:11:42,
move on from variant,7/16/2024 15:11:47,
new variant review,7/16/2024 15:11:53,
move on from variant,7/16/2024 15:12:01,
new variant review,7/16/2024 15:12:07,
table interaction,7/16/2024 15:12:09,
move on from variant,7/16/2024 15:12:23,
new variant review,7/16/2024 15:12:31,
publication search,7/16/2024 15:12:37,
move on from variant,7/16/2024 15:12:49,
new variant review,7/16/2024 15:13:14,
move on from variant,7/16/2024 15:13:17,
standard search,7/16/2024 15:13:27,
custom search,7/16/2024 15:13:53,VS0000212_
custom search,7/16/2024 15:14:17,VS0000213_
new variant review,7/16/2024 15:14:45,
move on from variant,7/16/2024 15:14:53,
custom search,7/16/2024 15:15:33,VS0000214_
new variant review,7/16/2024 15:16:02,
move on from variant,7/16/2024 15:16:03,
new variant review,7/16/2024 15:16:10,
move on from variant,7/16/2024 15:16:11,
custom search,7/16/2024 15:16:39,VS0000215_
custom search,7/16/2024 15:16:48,VS0000216_
custom search,7/16/2024 15:16:59,VS0000217_
custom search,7/16/2024 15:17:23,VS0000218_
custom search,7/16/2024 15:17:37,VS0000219_
new variant review,7/16/2024 15:17:41,
table interaction,7/16/2024 15:17:41,
move on from variant,7/16/2024 15:17:45,
custom search,7/16/2024 15:18:01,VS0000220_
new variant review,7/16/2024 15:18:22,
move on from variant,7/16/2024 15:18:23,
custom search,7/16/2024 15:19:05,VS0000221_
custom search,7/16/2024 15:19:15,VS0000222_
new variant review,7/16/2024 15:19:19,
move on from variant,7/16/2024 15:19:23,
new variant review,7/16/2024 15:19:29,
click-out from seqr,7/16/2024 15:19:31,
click-back into seqr,7/16/2024 15:19:33,
move on from variant,7/16/2024 15:19:39,
new variant review,7/16/2024 15:19:57,
move on from variant,7/16/2024 15:20:01,
new variant review,7/16/2024 15:20:07,
move on from variant,7/16/2024 15:20:09,
new variant review,7/16/2024 15:20:16,
move on from variant,7/16/2024 15:20:19,
new variant review,7/16/2024 15:20:23,
move on from variant,7/16/2024 15:20:29,
new variant review,7/16/2024 15:20:35,
table interaction,7/16/2024 15:20:37,
move on from variant,7/16/2024 15:20:39,
new variant review,7/16/2024 15:20:42,
move on from variant,7/16/2024 15:20:45,
custom search,7/16/2024 15:21:07,VS0000223_
custom search,7/16/2024 15:21:15,VS0000224_
completed case set- no additional variants for review,7/16/2024 15:22:31,
