action,timestamp,notes
click-out from seqr,7/15/2024 16:56:24,
click-back into seqr,7/15/2024 16:56:42,
note-taking,7/15/2024 16:56:44,VN0000262_sai_not_likely_affec
move on from variant,7/15/2024 16:56:58,
review saved variant,7/15/2024 16:57:30,
click-out from seqr,7/15/2024 16:57:32,
click-back into seqr,7/15/2024 16:57:53,
note-taking,7/15/2024 16:57:55,VN0000263_sai_possible_intron
click-out from seqr,7/15/2024 16:58:25,
click-back into seqr,7/15/2024 16:58:45,
click-out from seqr,7/15/2024 16:58:56,
click-back into seqr,7/15/2024 16:59:14,
note-taking,7/15/2024 16:59:16,VN0000264_lof_constrained
click-out from seqr,7/15/2024 16:59:23,
click-back into seqr,7/15/2024 17:00:23,
click-out from seqr,7/15/2024 17:00:34,
click-back into seqr,7/15/2024 17:00:43,
note-taking,7/15/2024 17:00:44,VN0000265_not_in_gnomad_v4
click-out from seqr,7/15/2024 17:00:54,
click-back into seqr,7/15/2024 17:01:07,
note-taking,7/15/2024 17:01:09,VN0000265_not_in_gnomad_v4
move on from variant,7/15/2024 17:01:34,
review saved variant,7/15/2024 17:01:48,
publication search,7/15/2024 17:01:54,
click-out from seqr,7/15/2024 17:02:24,
click-back into seqr,7/15/2024 17:02:55,
note-taking,7/15/2024 17:02:58,VN0000266_not_plof_contrained
move on from variant,7/15/2024 17:03:17,
start case,7/15/2024 17:05:12,
standard search,7/15/2024 17:05:30,
standard search,7/15/2024 17:06:11,
new variant review,7/15/2024 17:06:56,
note-taking,7/15/2024 17:06:58,VN0000267_too_many_hemi
move on from variant,7/15/2024 17:06:59,
standard search,7/15/2024 17:07:07,
new variant review,7/15/2024 17:08:01,
click-out from seqr,7/15/2024 17:08:27,
click-back into seqr,7/15/2024 17:09:06,
note-taking,7/15/2024 17:09:10,VN0000268_in_peptidase_domain
click-out from seqr,7/15/2024 17:09:23,
click-back into seqr,7/15/2024 17:09:34,
note-taking,7/15/2024 17:09:36,VN0000268_in_peptidase_domain
click-out from seqr,7/15/2024 17:09:52,
click-back into seqr,7/15/2024 17:10:11,
note-taking,7/15/2024 17:10:13,VN0000269_sai_creates_pseudo
click-out from seqr,7/15/2024 17:10:28,
click-back into seqr,7/15/2024 17:10:33,
click-out from seqr,7/15/2024 17:10:39,
click-back into seqr,7/15/2024 17:11:07,
move on from variant,7/15/2024 17:11:14,
new variant review,7/15/2024 17:12:20,
click-out from seqr,7/15/2024 17:12:22,
click-back into seqr,7/15/2024 17:12:26,
move on from variant,7/15/2024 17:12:30,
standard search,7/15/2024 17:12:48,
new variant review,7/15/2024 17:13:23,
move on from variant,7/15/2024 17:13:26,
new variant review,7/15/2024 17:14:12,
click-out from seqr,7/15/2024 17:14:16,
click-back into seqr,7/15/2024 17:14:20,
click-out from seqr,7/15/2024 17:14:29,
click-back into seqr,7/15/2024 17:14:57,
note-taking,7/15/2024 17:15:00,VN0000270_pangolin_pot_pseudoe
move on from variant,7/15/2024 17:15:23,
new variant review,7/15/2024 17:16:16,
move on from variant,7/15/2024 17:16:24,
