action,timestamp,notes
move on from variant,7/11/2024 15:48:02,
new variant review,7/11/2024 15:48:26,
table interaction,7/11/2024 15:48:28,
move on from variant,7/11/2024 15:48:32,
new variant review,7/11/2024 15:48:42,
table interaction,7/11/2024 15:48:42,
move on from variant,7/11/2024 15:48:46,
new variant review,7/11/2024 15:50:12,
table interaction,7/11/2024 15:50:14,
move on from variant,7/11/2024 15:50:26,
new variant review,7/11/2024 15:50:48,
table interaction,7/11/2024 15:50:50,
move on from variant,7/11/2024 15:51:12,
new variant review,7/11/2024 15:51:42,
click-out from seqr,7/11/2024 15:51:42,
click-back into seqr,7/11/2024 15:51:52,
move on from variant,7/11/2024 15:52:02,
new variant review,7/11/2024 15:52:45,
move on from variant,7/11/2024 15:53:20,
new variant review,7/11/2024 15:55:20,
table interaction,7/11/2024 15:55:22,
move on from variant,7/11/2024 15:55:26,
new variant review,7/11/2024 15:56:38,
move on from variant,7/11/2024 15:56:48,
review saved variant,7/11/2024 15:59:28,
table interaction,7/11/2024 15:59:30,
click-out from seqr,7/11/2024 15:59:40,
click-back into seqr,7/11/2024 15:59:50,
move on from variant,7/11/2024 15:59:56,
review saved variant,7/11/2024 16:00:02,
table interaction,7/11/2024 16:00:04,
move on from variant,7/11/2024 16:00:08,
review saved variant,7/11/2024 16:01:06,
table interaction,7/11/2024 16:01:08,
move on from variant,7/11/2024 16:01:50,
start case,7/11/2024 16:01:54,
standard search,7/11/2024 16:02:14,
new variant review,7/11/2024 16:02:39,
note-taking,7/11/2024 16:02:48,VN0000203_novel_gene_explore
click-out from seqr,7/11/2024 16:03:04,
click-back into seqr,7/11/2024 16:03:26,
note-taking,7/11/2024 16:03:32,VN0000204_mouse_had_dysmorphic
note-taking,7/11/2024 16:03:56,VN0000205_not_missense_constra
click-out from seqr,7/11/2024 16:04:02,
click-back into seqr,7/11/2024 16:04:10,
note-taking,7/11/2024 16:04:14,VN0000206_reasonably_well_cons
move on from variant,7/11/2024 16:04:28,
new variant review,7/11/2024 16:04:42,
table interaction,7/11/2024 16:04:44,
publication reading,7/11/2024 16:05:20,PMID:28600779
note-taking,7/11/2024 16:06:24,VN0000207_two_cases_reported_w
click-out from seqr,7/11/2024 16:06:46,
click-back into seqr,7/11/2024 16:06:58,
note-taking,7/11/2024 16:07:02,VN0000208_intron_422_splice
click-out from seqr,7/11/2024 16:07:10,
click-back into seqr,7/11/2024 16:07:20,
note-taking,7/11/2024 16:07:36,VN0000208_intron_422_splice
click-out from seqr,7/11/2024 16:07:58,
click-back into seqr,7/11/2024 16:08:00,
click-out from seqr,7/11/2024 16:08:04,
click-back into seqr,7/11/2024 16:08:20,
publication reading,7/11/2024 16:08:38,PMID:28600779
click-out from seqr,7/11/2024 16:09:31,
click-back into seqr,7/11/2024 16:09:40,
move on from variant,7/11/2024 16:10:08,
new variant review,7/11/2024 16:10:28,
click-out from seqr,7/11/2024 16:10:30,
click-back into seqr,7/11/2024 16:10:36,
publication search,7/11/2024 16:10:38,
publication reading,7/11/2024 16:11:38,PMID:33267763
note-taking,7/11/2024 16:13:22,VN0000209_limited_literature
move on from variant,7/11/2024 16:13:40,
standard search,7/11/2024 16:13:46,
new variant review,7/11/2024 16:13:56,
table interaction,7/11/2024 16:13:56,
move on from variant,7/11/2024 16:13:58,
new variant review,7/11/2024 16:14:08,
note-taking,7/11/2024 16:14:36,VN0000210_involved_in_cell_cyc
click-out from seqr,7/11/2024 16:14:54,
click-back into seqr,7/11/2024 16:15:02,
note-taking,7/11/2024 16:15:02,VN0000211_well_conserved_exce
